ligand_name,smiles,smiles_duplicate,receptor_family,receptor,receptor_subtype,bias_category,bias_pathway,reference_ligand,assay_1,assay_2,publication_title,author,doi,pmid,year,molecular_weight,logp,hba,hbd,rings,tpsa
Dyn B13,O=C(NCC(NCC(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](CC(C)C)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CCC(N)=O)C(N[C@@H](CC2=CC=CC=C2)C(N[C@@H](CCCCN)C(N[C@@H](C(C)C)C(N[C@@H](C(C)C)C(N[C@@H]([C@H](O)C)C(O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[C@H](CC3=CC=C(C=C3)O)N,O=C(NCC(NCC(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](CC(C)C)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CCC(N)=O)C(N[C@@H](CC2=CC=CC=C2)C(N[C@@H](CCCCN)C(N[C@@H](C(C)C)C(N[C@@H](C(C)C)C(N[C@@H]([C@H](O)C)C(O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)[C@H](CC3=CC=C(C=C3)O)N,Peptide,Opioid receptor,δ receptor,G protein,Gi / β-Arr,SNC-80,BRET,BRET,A Novel G Protein–Biased Agonist at the δ Opioid Receptor with Analgesic Efficacy in Models of Chronic Pains,"Conibear,A",10.1124/jpet.119.258640,31594792,2019,1570.86,-4.42,20,24,3,645.89
Met-enk,O=C(NCC(NCC(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](CCSC)C(O)=O)=O)=O)=O)[C@H](CC2=CC=C(C=C2)O)N,O=C(NCC(NCC(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](CCSC)C(O)=O)=O)=O)=O)[C@H](CC2=CC=C(C=C2)O)N,Peptide,Opioid receptor,δ receptor,G protein,Gi / β-Arr,Deltorphin II,GTPγS,β-Arrestin-recruitment,Biased signaling by endogenous opioid peptides,"Gomes,I",10.1073/pnas.2000712117,32393639,2020,573.67,-0.45,8,7,2,199.95
"(S,Z)-5-amino-N-(2-(((S)-1-(((S)-3,3-dimethyl-1-(1H-tetrazol-5-yl)butyl)amino)-1-oxo-3-phenylpropan-2-yl)amino)-2-oxoethyl)-4-fluoro-6-(4-hydroxyphenyl)hex-3-enamide",OC1=CC=C(C[C@@H](/C(F)=C/CC(NCC(N[C@@H](CC2=CC=CC=C2)C(N[C@@H](CC(C)(C)C)C3=NN=NN3)=O)=O)=O)N)C=C1,OC1=CC=C(C[C@@H](/C(F)=C/CC(NCC(N[C@@H](CC2=CC=CC=C2)C(N[C@@H](CC(C)(C)C)C3=NN=NN3)=O)=O)=O)N)C=C1,Peptide,Opioid receptor,δ receptor,G protein,Gi / β-Arr,Leu-enkephalin,cAMP,β-Arrestin-recruitment,Modulating β Arrestin-2 Recruitment at the δ- and μ-Opioid Receptors,"Sharma,K",n.a.,n.a.,2020,594.69,2.15,8,6,3,188.01
"(S,Z)-5-amino-N-(2-(((S)-1-(4-(3,3-dimethyl-N-phenylbutanamido)piperidin-1-yl)-1-oxo-3-phenylpropan-2-yl)amino)-2-oxoethyl)-4-fluoro-6-(4-hydroxyphenyl)hex-3-enamide",OC1=CC=C(C[C@@H](/C(F)=C/CC(NCC(N[C@@H](CC2=CC=CC=C2)C(N3CCC(N(C(CC(C)(C)C)=O)C4=CC=CC=C4)CC3)=O)=O)=O)N)C=C1,OC1=CC=C(C[C@@H](/C(F)=C/CC(NCC(N[C@@H](CC2=CC=CC=C2)C(N3CCC(N(C(CC(C)(C)C)=O)C4=CC=CC=C4)CC3)=O)=O)=O)N)C=C1,Peptide,Opioid receptor,δ receptor,G protein,Gi / β-Arr,Leu-enkephalin,cAMP,β-Arrestin-recruitment,Modulating β Arrestin-2 Recruitment at the δ- and μ-Opioid Receptors,"Sharma,K",n.a.,n.a.,2020,699.86,4.8,6,4,4,145.07
SBI-553,OCCN(C1=CC2=C(N3CCC(C4=CC=CC=C4OC)CC3)N=C(C5(F)CC5)N=C2C=C1)C,OCCN(C1=CC2=C(N3CCC(C4=CC=CC=C4OC)CC3)N=C(C5(F)CC5)N=C2C=C1)C,Peptide,Opioid receptor,δ receptor,G protein,Gi / β-Arr,Leu-enkephalin,cAMP,β-Arrestin-recruitment,Modulating β Arrestin-2 Recruitment at the δ- and μ-Opioid Receptors,"Sharma,K",n.a.,n.a.,2020,450.55,4.4,6,1,5,61.72
12-epi-Salvinorin A,CC(=O)O[C@H]1C[C@H]([C@@]2(CC[C@H]3C(=O)O[C@H](C[C@@]3([C@H]2C1=O)C)C4=COC=C4)C)C(=O)OC,CC(=O)O[C@H]1C[C@H]([C@@]2(CC[C@H]3C(=O)O[C@H](C[C@@]3([C@H]2C1=O)C)C4=COC=C4)C)C(=O)OC,Peptide,Opioid receptor,κ receptor,G protein,G protein / β-Arr,Dynorphin A,GTPγS,GPCR internalization,Intrinsic relative activities of κ opioid agonists in activating Gα proteins and internalizing receptor: Differences between human and mouse receptors,"Di Mattio,KM",10.1016/j.ejphar.2015.05.054,26057692,2015,432.47,3.0,8,0,4,109.11
Etorphine,OC1=CC=C2C3=C1OC4C35C(C(C2)N(C)CC5)(C=C6)CC(C(CCC)(C)O)C46OC,OC1=CC=C2C3=C1OC4C35C(C(C2)N(C)CC5)(C=C6)CC(C(CCC)(C)O)C46OC,Peptide,Opioid receptor,κ receptor,G protein,G protein / β-Arr,Dynorphin A,GTPγS,GPCR internalization,Intrinsic relative activities of κ opioid agonists in activating Gα proteins and internalizing receptor: Differences between human and mouse receptors,"Di Mattio,KM",10.1016/j.ejphar.2015.05.054,26057692,2015,411.54,3.16,5,2,7,62.16
Levorphanol,OC1=CC=C(C[C@H]2N(C)CC[C@]34[C@H]2CCCC4)C3=C1,OC1=CC=C(C[C@H]2N(C)CC[C@]34[C@H]2CCCC4)C3=C1,Peptide,Opioid receptor,κ receptor,G protein,G protein / β-Arr,Dynorphin A,GTPγS,GPCR internalization,Intrinsic relative activities of κ opioid agonists in activating Gα proteins and internalizing receptor: Differences between human and mouse receptors,"Di Mattio,KM",10.1016/j.ejphar.2015.05.054,26057692,2015,257.38,3.08,2,1,4,23.47
Noribogaine,OC1=CC=C(NC2=C3CC[N@@]4[C@@H]5[C@H]2C[C@@H](C[C@@H]5CC)C4)C3=C1,OC1=CC=C(NC2=C3CC[N@@]4[C@@H]5[C@H]2C[C@@H](C[C@@H]5CC)C4)C3=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,Met-enkephalin,GTPγS,β-Arrestin-recruitment,Noribogaine is a G-protein biased κ-opioid receptor agonist,"Maillet,EL",10.1016/j.neuropharm.2015.08.032,26302653,2015,296.41,3.63,2,2,6,39.26
"2-(5-((2-Chloro-5-(trifluoromethyl)benzyl)thio)-4-(furan-2-yl-methyl)-4H-1,2,4-triazol-3-yl)pyridine",FC(C1=CC=C(Cl)C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)=C1)(F)F,FC(C1=CC=C(Cl)C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)=C1)(F)F,Peptide,Opioid receptor,κ receptor,G protein,Gi / ERK,"U69,593",GTPγS,ERK-Phosphorylation,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,450.87,5.95,6,0,4,56.74
"2-(5-((2-Chloro-5-(trifluoromethyl)benzyl)thio)-4-(furan-2-yl-methyl)-4H-1,2,4-triazol-3-yl)pyridine",FC(C1=CC=C(Cl)C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)=C1)(F)F,FC(C1=CC=C(Cl)C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)=C1)(F)F,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,BRET,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,450.87,5.95,6,0,4,56.74
"2-(5-((2-Chloro-5-(trifluoromethyl)benzyl)thio)-4-(thiophen-2-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",ClC1=CC=C(C(F)(F)F)C=C1CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4,ClC1=CC=C(C(F)(F)F)C=C1CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4,Peptide,Opioid receptor,κ receptor,G protein,Gi / ERK,"U69,593",GTPγS,ERK-Phosphorylation,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,466.94,6.41,6,0,4,43.6
"2-(5-((2-Chloro-5-(trifluoromethyl)benzyl)thio)-4-(thiophen-2-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",ClC1=CC=C(C(F)(F)F)C=C1CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4,ClC1=CC=C(C(F)(F)F)C=C1CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,BRET,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,466.94,6.41,6,0,4,43.6
"2-(5-((2-Chloro-5-(trifluoromethyl)benzyl)thio)-4-(pyridin-3-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",FC(C1=CC=C(Cl)C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)=C1)(F)F,FC(C1=CC=C(Cl)C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)=C1)(F)F,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,BRET,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,461.9,5.75,6,0,4,56.49
"2-(5-((2-Chloro-5-(trifluoromethyl)benzyl)thio)-4-(pyridin-3-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",FC(C1=CC=C(Cl)C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)=C1)(F)F,FC(C1=CC=C(Cl)C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)=C1)(F)F,Peptide,Opioid receptor,κ receptor,G protein,Gi / ERK,"U69,593",GTPγS,ERK-Phosphorylation,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,461.9,5.75,6,0,4,56.49
"2-(5-((4-Iodobenzyl)thio)-4-(furan-2-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)C=C1,IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / ERK,"U69,593",GTPγS,ERK-Phosphorylation,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,474.33,4.88,6,0,4,56.74
"2-(5-((4-Iodobenzyl)thio)-4-(furan-2-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)C=C1,IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,BRET,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,474.33,4.88,6,0,4,56.74
"2-(5-((4-Iodobenzyl)thio)-4-(thiophen-2-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4)C=C1,IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / ERK,"U69,593",GTPγS,ERK-Phosphorylation,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,490.4,5.35,6,0,4,43.6
"2-(5-((4-Iodobenzyl)thio)-4-(thiophen-2-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4)C=C1,IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,BRET,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,490.4,5.35,6,0,4,43.6
"2-(5-((4-Iodobenzyl)thio)-4-(pyridin-3-ylmethyl)-4H-1,2,4-tri-azol-3-yl)pyridine",IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)C=C1,IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / ERK,"U69,593",GTPγS,ERK-Phosphorylation,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,485.35,4.68,6,0,4,56.49
"2-(5-((4-Iodobenzyl)thio)-4-(pyridin-3-ylmethyl)-4H-1,2,4-tri-azol-3-yl)pyridine",IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)C=C1,IC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,BRET,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,485.35,4.68,6,0,4,56.49
"2-(5-((4-Bromobenzyl)thio)-4-(furan-2-ylmethyl)-4H-1,2,4-tri-azol-3-yl)pyridine",BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)C=C1,BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / ERK,"U69,593",GTPγS,ERK-Phosphorylation,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,427.33,5.04,6,0,4,56.74
"2-(5-((4-Bromobenzyl)thio)-4-(furan-2-ylmethyl)-4H-1,2,4-tri-azol-3-yl)pyridine",BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)C=C1,BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,BRET,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,427.33,5.04,6,0,4,56.74
"2-(5-((4-Bromobenzyl)thio)-4-(pyridin-3-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)C=C1,BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / ERK,"U69,593",GTPγS,ERK-Phosphorylation,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,438.35,4.84,6,0,4,56.49
"2-(5-((4-Bromobenzyl)thio)-4-(pyridin-3-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)C=C1,BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CN=C4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,BRET,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,438.35,4.84,6,0,4,56.49
"2-(5-((4-Bromobenzyl)thio)-4-(thiophen-2-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4)C=C1,BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / ERK,"U69,593",GTPγS,ERK-Phosphorylation,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,443.4,5.5,6,0,4,43.6
"2-(5-((4-Bromobenzyl)thio)-4-(thiophen-2-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4)C=C1,BrC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4)C=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,BRET,Structure-activity relationship studies of functionally selective kappa opioid receptor agonists that modulate ERK 1/2 phosphorylation while preserving G protein over βarrestin2 signaling bias,"Lovell,KM",10.1021/acschemneuro.5b00092,25891774,2015,443.4,5.5,6,0,4,43.6
6-GNTI,OC1=CC=C2C3=C1O[C@@H]4[C@@]35[C@](O)(C(C2)N(CC6CC6)CC5)CC7=C4NC8=CC(/N=C(N)N)=CC=C87,OC1=CC=C2C3=C1O[C@@H]4[C@@]35[C@](O)(C(C2)N(CC6CC6)CC5)CC7=C4NC8=CC(/N=C(N)N)=CC=C87,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,Ethylketocyclazocine,BRET,BRET,6-Guanidinonaltrindole (6’-GNTI) is a G protein-biased κ-opioid receptor agonist that inhibits arrestin recruitment,"Rives,ML",10.1074/jbc.C112.387332,22736766,2012,471.56,2.48,5,5,8,133.12
HS665,OC1=CC(CCN(CC2CCC2)CCC3=CC=CC=C3)=CC=C1,OC1=CC(CCN(CC2CCC2)CCC3=CC=CC=C3)=CC=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,β-Arrestin-recruitment,Selective κ receptor partial agonist HS666 produces potent antinociception without inducing aversion after i.c.v. administration in mice,"Spetea,M",10.1111/bph.13854,28494108,2017,309.45,4.28,2,1,3,23.47
HS666,OC1=CC(CCN(CC2CC2)CCC3=CC=CC=C3)=CC=C1,OC1=CC(CCN(CC2CC2)CCC3=CC=CC=C3)=CC=C1,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,β-Arrestin-recruitment,Selective κ receptor partial agonist HS666 produces potent antinociception without inducing aversion after i.c.v. administration in mice,"Spetea,M",10.1111/bph.13854,28494108,2017,323.48,4.67,2,1,3,23.47
Nalmefene,OC1=CC=C2C([C@@]34[C@]([C@@H](C2)N(CC5CC5)CC3)(CC6)O)=C1O[C@H]4C6=C,OC1=CC=C2C([C@@]34[C@]([C@@H](C2)N(CC5CC5)CC3)(CC6)O)=C1O[C@H]4C6=C,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,β-Arrestin-recruitment,A Novel Method for Analyzing Extremely Biased Agonism at G Protein–Coupled Receptors,"Stahl,EL",10.1124/mol.114.096503,25680753,2015,339.44,2.51,4,2,6,52.93
RB-64,N#CSCC(O[C@@H]1C([C@@H]2[C@]3(C)[C@@H](CC[C@@]2(C)[C@@H](C1)C(OC)=O)C(O[C@@H](C3)C4=COC=C4)=O)=O)=O,N#CSCC(O[C@@H]1C([C@@H]2[C@]3(C)[C@@H](CC[C@@]2(C)[C@@H](C1)C(OC)=O)C(O[C@@H](C3)C4=COC=C4)=O)=O)=O,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",cAMP,β-Arrestin-recruitment,The G protein-biased κ-opioid receptor agonist RB-64 is analgesic with a unique spectrum of activities in vivo,"White,KL",10.1124/jpet.114.216820,25320048,2014,489.55,3.19,10,0,4,132.9
"2-(4-(furan-2-ylmethyl)-5-((4-methyl-3-(trifluoromethyl)benzyl)thio)-4H-1,2,4-triazol-3-yl)pyridine",CC1=CC=C(C=C1C(F)(F)F)CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4,CC1=CC=C(C=C1C(F)(F)F)CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CO4,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,β-Arrestin-recruitment,"Development of Functionally Selective, Small Molecule Agonists at Kappa Opioid Receptors","Zhou,L",10.1074/jbc.M113.504381,24187130,2013,430.46,5.6,6,0,4,56.74
"2-(5-((4-chloro-3-(trifluoromethyl)benzyl)thio)-4-((5-methylfuran-2-yl)methyl)-4H-1,2,4-triazol-3-yl)pyridine",ClC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=C(C)O4)C=C1C(F)(F)F,ClC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=C(C)O4)C=C1C(F)(F)F,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,β-Arrestin-recruitment,"Development of Functionally Selective, Small Molecule Agonists at Kappa Opioid Receptors","Zhou,L",10.1074/jbc.M113.504381,24187130,2013,464.9,6.25,6,0,4,56.74
"2-(5-((4-Methyl-3-(trifluoromethyl)benzyl)thio)-4-(thiophen-2-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",CC1=CC=C(C=C1C(F)(F)F)CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4,CC1=CC=C(C=C1C(F)(F)F)CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,β-Arrestin-recruitment,"Development of Functionally Selective, Small Molecule Agonists at Kappa Opioid Receptors","Zhou,L",10.1074/jbc.M113.504381,24187130,2013,446.52,6.07,6,0,4,43.6
"2-(5-((4-Methyl-3-(trifluoromethyl)benzyl)thio)-4-((5-methylfuran-2-yl)methyl)-4H-1,2,4-triazol-3-yl)pyridine",CC1=CC=C(O1)CN2C(C3=NC=CC=C3)=NN=C2SCC4=CC=C(C)C(C(F)(F)F)=C4,CC1=CC=C(O1)CN2C(C3=NC=CC=C3)=NN=C2SCC4=CC=C(C)C(C(F)(F)F)=C4,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,β-Arrestin-recruitment,"Development of Functionally Selective, Small Molecule Agonists at Kappa Opioid Receptors","Zhou,L",10.1074/jbc.M113.504381,24187130,2013,444.48,5.91,6,0,4,56.74
"2-(5-((4-Chloro-3-(trifluoromethyl)benzyl)thio)-4-(thiophen-2-ylmethyl)-4H-1,2,4-triazol-3-yl)pyridine",ClC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4)C=C1C(F)(F)F,ClC1=CC=C(CSC2=NN=C(C3=NC=CC=C3)N2CC4=CC=CS4)C=C1C(F)(F)F,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,β-Arrestin-recruitment,"Development of Functionally Selective, Small Molecule Agonists at Kappa Opioid Receptors","Zhou,L",10.1074/jbc.M113.504381,24187130,2013,466.94,6.41,6,0,4,43.6
2-(2-Fluorobenzyl)-N-(4-methyl-3-(trifluoromethyl)phenyl)-1-oxo-octahydroisoquinoline-8-carboxamide,O=C(C(C12)CCCC2CCN(CC3=CC=CC=C3F)C1=O)NC4=CC=C(C)C(C(F)(F)F)=C4,O=C(C(C12)CCCC2CCN(CC3=CC=CC=C3F)C1=O)NC4=CC=C(C)C(C(F)(F)F)=C4,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,β-Arrestin-recruitment,"Development of Functionally Selective, Small Molecule Agonists at Kappa Opioid Receptors","Zhou,L",10.1074/jbc.M113.504381,24187130,2013,462.49,5.56,2,1,4,49.41
N-(4-Bromo-3-(trifluoromethyl)phenyl)-1-oxo-2-phenyl-octahydroisoquinoline-8-Carboxamide,O=C([C@H](C12)CC=CC2CCN(C3=CC=CC=C3)C1=O)NC4=CC=C(Br)C(C(F)(F)F)=C4,O=C([C@H](C12)CC=CC2CCN(C3=CC=CC=C3)C1=O)NC4=CC=C(Br)C(C(F)(F)F)=C4,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U69,593",GTPγS,β-Arrestin-recruitment,"Development of Functionally Selective, Small Molecule Agonists at Kappa Opioid Receptors","Zhou,L",10.1074/jbc.M113.504381,24187130,2013,493.32,5.65,2,1,4,49.41
Mitragynine,CC[C@H](C1)[C@@H](C(C(OC)=O)=COC)C[C@@H]2N1CCC3=C2NC4=C3C(OC)=CC=C4,CC[C@H](C1)[C@@H](C(C(OC)=O)=COC)C[C@@H]2N1CCC3=C2NC4=C3C(OC)=CC=C4,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U50,488",cAMP,β-Arrestin-recruitment,G protein-biased kratom-alkaloids and synthetic carfentanil-amide opioids as potential treatments for alcohol use disorder,"Gutridge,A",10.1111/bph.14913,31705528,2020,398.5,3.83,5,1,4,63.79
7-hydroxymitragynine,O[C@]1(CCN2[C@H]3C[C@H](C(C(OC)=O)=COC)[C@H](CC)C2)C3=NC4=C1C(OC)=CC=C4,O[C@]1(CCN2[C@H]3C[C@H](C(C(OC)=O)=COC)[C@H](CC)C2)C3=NC4=C1C(OC)=CC=C4,Peptide,Opioid receptor,κ receptor,G protein,Gi / β-Arr,"U50,488",cAMP,β-Arrestin-recruitment,G protein-biased kratom-alkaloids and synthetic carfentanil-amide opioids as potential treatments for alcohol use disorder,"Gutridge,A",10.1111/bph.14913,31705528,2020,414.5,2.79,7,1,4,80.59
